순,등록번호,청구기호,서명,저작자,편/권차,발행자,발행년,가격,자료실명
151,EM0000451710,MC 375.1-스31ㅇ-7,(사랑하는 아들과 딸을 위한) 스마트 발달동화 . [1]-[10],도서출판 아들과딸  지음,7,아들과딸,,5500,임시자료실
152,EM0000451711,MC 375.1-스31ㅇ-8,(사랑하는 아들과 딸을 위한) 스마트 발달동화 . [1]-[10],도서출판 아들과딸  지음,8,아들과딸,,5500,임시자료실
153,EM0000451712,MC 375.1-스31ㅇ-9,(사랑하는 아들과 딸을 위한) 스마트 발달동화 . [1]-[10],도서출판 아들과딸  지음,9,아들과딸,,5500,임시자료실
154,EM0000451713,MC 375.1-스31ㅇ-10,(사랑하는 아들과 딸을 위한) 스마트 발달동화 . [1]-[10],도서출판 아들과딸  지음,10,아들과딸,,5500,임시자료실
155,EM0000451714,J321.55-탄831-[9],"탄탄 미래직업 속으로 . [9], 안내견 훈련사가 될 테야",김남중 글  ; 이장미 ; 김연주 그림,[9],여원미디어,[2019],12000,임시자료실
156,EM0000451715,MC 594-조14ㅇ,어디서 왔을까? 초콜릿,조경규 지음,,좋아해,2019,9800,임시자료실
157,EM0000451716,J321.55-탄831-[10],"탄탄 미래직업 속으로 . [10], 옛날 직업 추억의 직업",변해숙 글  ; 홍기한 그림,[10],여원미디어,[2019],12000,임시자료실
158,EM0000451717,J320-김53ㅇ,와글와글 어린이 경제 수업  : 주머니 속 용돈에서 글로벌 경제까지,김세연 글  ; 홍화정 그림,,다림,2019,10000,임시자료실
159,EM0000451718,MC 375.1-아231ㅇ,왼쪽 오른쪽,지은이: 아라이 히로유키  ; 옮긴이: 박은희,,허클베리북스,2019,11000,임시자료실
160,EM0000451719,J813.8-양68ㅇ,욕을 삼킨 아이들,양은진 글  ; 수아 그림,,꿈꾸는사람들,2019,10000,임시자료실
161,EM0000451720,J340-푸63ㅇ,우리는 반대 합니다!  : 의견이 다를 때 어떻게 해야 할까?,클라우디오 푸엔테스 글  ; 가브리엘라 리온 그림  ; 배상희 옮김,,초록개구리,2019,12000,임시자료실
162,EM0000451721,MC 375.1-잘67ㅊ,참 잘했어요,잘웃는토끼 지음  ; 신유진 그림,,블루래빗,2017,12000,임시자료실
163,EM0000451722,J375.2-김39ㅊ,(미키와 함께하는) 초등 1학년 생활 사전,글: 김미애,,위즈덤하우스,2019,12000,임시자료실
164,EM0000451723,J388.6-류94ㅊ,초등속담 팩트체크,류혜인 글  ; 이진아 그림,,그레이트Books(그레이트북스),2019,12500,임시자료실
165,EM0000451724,J691-송39ㅊ,초성 게임왕  : 눈치코치 재치 두뇌 발달 100％,송미진 구성,,효리원,2019,10000,임시자료실
166,EM0000451725,J321.55-서96ㅊ,축구 선수가 될테야,글: 서화교  ; 그림: 박수현,,여원미디어,2019,12000,임시자료실
167,EM0000451726,MC 194-호848ㅊ,친구 백과사전,글: 메리 호프만  ; 그림: 로스 애스퀴스  ; 옮김: 최정선,,밝은미래,2019,12000,임시자료실
168,EM0000451727,MC 375.1-공45ㅌ,튼튼하게 자라요,글: 공보성  ; 그림: 소금과후추,,소금과후추,2019,11000,임시자료실
169,EM0000451728,J998.6-피213ㅂ,파블로 피네다  : 꿈을 이룬 다운증후군 아이,알베르트 보쉬 ; 마리아 살라 글  ; 실비아 알바레즈 그림  ; 이승숙 옮김,,고래가숨쉬는도서관,2019,12000,임시자료실
170,EM0000451729,J813.8-윤67ㅎ,학교가 이렇게 좋은 줄 몰랐어,윤우재 지음  ; 최소영 그림,,큰북작은북(주),2019,11000,임시자료실
171,EM0000451730,J863-살231ㅎ,학교에는 규칙이 있어요!,로랑스 살라윈 ; 에마뉘엘 퀴에프 글 ; 질 라파포르 그림 ; 맹슬기 옮김,,내인생의책,2019,13000,임시자료실
172,EM0000451731,MC 853-발838ㅇ,52 헤르츠  : 세상에서 가장 외로운 고래,마르틴 발트샤이트 글·그림  ; 이은주 옮김,,느림보,2019,17000,임시자료실
173,EM0000451732,MC 499-데69ㄱ,고양이,오웬 데이비 글·그림  ; 이진선 옮김,,타임주니어(Timejunior),2019,14000,임시자료실
174,EM0000451733,J480-고221ㅅ,식물,편저: 고단샤  ; 역자: 나정환,,루덴스미디어,2019,27500,임시자료실
175,EM0000451734,J457.2-이91ㅇ,Why? 공룡,글: 이항선  ; 그림: 송회석,,예림당,2019,12800,임시자료실
176,EM0000451735,J511-허57ㅇ,Why? 똥,글: 허순봉  ; 그림: 송회석,,예림당,2019,12800,임시자료실
177,EM0000451736,J495.7-남817ㅈ,Why? 장수풍뎅이와 사슴벌레,남춘자 글 ; 최명구 그림,,예림당,2019,12800,임시자료실
178,EM0000451737,J400-스841ㄱ,과학 퀴즈 200,자코모 스팔라치 지음  ; 아고스티노 트라이니 그림  ; 공선민 옮김,,생각의집,2019,11000,임시자료실
179,EM0000451738,J400-서67ㄱ,"구석구석 개념 톡, 과학 톡!  : 알쏭달쏭 오개념을 잡아라!","서원호, 안소영 글  ; 홍하나 그림",,파란자전거,2019,12900,임시자료실
180,EM0000451739,J410-플233ㅂ,그래프를 만든 괴짜,글: 헬레인 베커  ; 그림: 마리 에브 트랑블레  ; 옮김: 정주혜,,담푸스,2019,10800,임시자료실
181,EM0000451740,J495.9-플239ㄴ,나비 박물관,케이티 플린트 글  ; 앨리스 패툴로 그림  ; 조윤경 옮김,,풀과바람,2019,12000,임시자료실
182,EM0000451741,MC 489-아231ㄴ,나팔꽃,"아라이 마키 글,그림  ; 사과나무 옮김",,크레용하우스,2018,10000,임시자료실
183,EM0000451742,J407-곰225ㄴ-46,"내일은 실험왕. 46, 미세 먼지와 대기",스토리a. 글  ; 홍종현 그림,46,MiraeN아이세움,2019,12800,임시자료실
184,EM0000451743,J400-리13ㄴ,(160가지 이상의 과학 지식과 20명 이상의 과학자가 함께하는) 너무 신나는 과학,리사 리건 글  ; 라이 제프리스 그림  ; 고호관 옮김,,매직아이언스,2019,13000,임시자료실
185,EM0000451744,J410-리13ㄴ,(160가지 이상의 수학 지식과 20명 이상의 수학자가 함께하는) 너무 신나는 수학,리사 리건 글  ; 라이 제프리스 그림  ; 고호관 옮김,,매직사이언스,2019,13000,임시자료실
186,EM0000451745,MC 400-데231ㄴ,누가 제일 빠를까?  : 비교하며 알아보는 파노라마 그림책,그린이: 데라코시 게이지 ; 쓰키모토 가요미 ; 지즈카 데쓰야 ; 이케시타 아키히로  ; 옮긴이: 안혜은,,보랏빛소어린이,2019,14000,임시자료실
187,EM0000451746,J410-마67-1,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,1,키움북스,2014,6666,임시자료실
188,EM0000451747,J410-마67-2,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,2,키움북스,2014,6666,임시자료실
189,EM0000451748,J410-마67-3,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,3,키움북스,2014,6666,임시자료실
190,EM0000451749,J410-마67-4,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,4,키움북스,2014,6666,임시자료실
191,EM0000451750,J410-마67-5,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,5,키움북스,2014,6666,임시자료실
192,EM0000451751,J410-마67-6,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,6,키움북스,2014,6666,임시자료실
193,EM0000451752,J410-마67-7,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,7,키움북스,2014,6666,임시자료실
194,EM0000451753,J410-마67-8,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,8,키움북스,2014,6666,임시자료실
195,EM0000451754,J410-마67-9,마우스 매스 수학동화 . 1-9,글: 일리노어 메이  ; 그림: 데보라 멜먼,9,키움북스,2014,6672,임시자료실
196,EM0000451755,J443-앳829ㅁ,묘한 밤하늘에 별자리가 냥냥  : 별난 고양이와 떠나는 천문학 여행,스튜어트 앳킨슨 지음  ; 브렌던 키어니 그림  ; 김아림 옮김,,청어람아이,2019,13000,임시자료실
197,EM0000451756,J408-사69-3,사이언스 Q 어드벤처. 3-4,야마부키 쇼우마 지음  ; 번역: 박은미,3,삼호에듀,2019,10000,임시자료실
198,EM0000451757,J408-사69-4,사이언스 Q 어드벤처. 3-4,야마부키 쇼우마 지음  ; 번역: 박은미,4,삼호에듀,2019,10000,임시자료실
199,EM0000451758,J410-류39ㅅ,"숫자인간, 메먼들이 사는 나라  : 수학 철학 동화",류미원 글  ; 노준구 그림,,마술피리,2019,12000,임시자료실
200,EM0000451759,J490-원67ㅇ,아빠가 된 대장 캥거루,"원유순, 김종상 지음 ; 정지영 그림",,삼성당,2019,9000,임시자료실
201,EM0000451760,J400-서79ㅇ-11,안녕 자두야 과학일기. 11-12,이빈 원작  ; 서지원 글 ;  최호정 그림,11,채우리,2019,9500,임시자료실
202,EM0000451761,J400-서79ㅇ-12,안녕 자두야 과학일기. 11-12,이빈 원작  ; 서지원 글 ;  최호정 그림,12,채우리,2019,9500,임시자료실
203,EM0000451762,J495-오848ㅇ,"안녕, 거미야!",베르벨 오프트링 글  ; 이자벨 뭘러 그림  ; 한윤진 옮김,,다섯수레,2019,13500,임시자료실
204,EM0000451764,J443-문72ㅇ,"우주, 어디까지 아니?",글쓴이: 문재갑  ; 그린이: 양상용,,고래가숨쉬는도서관,2019,12000,임시자료실
205,EM0000451765,J400-법16ㅇ,"으악, 도와줘요 과학수사대  : 과학수사로 진짜 범인을 찾아라!",법과학 전문가 그룹 지음  ; 박여진 옮김,,북멘토,2019,13500,임시자료실
206,EM0000451767,J457-레69ㅇ,으악! 이상하고 놀라운 동물  : 멸종 동물들이 나타났다?!  : 슈퍼 악어 사르코수쿠스가 지하철을 타려고 한다면?,글: 매튜 레이크  ; 그림: 사이먼 멘데스  ; 번역: 정경옥,,대원키즈,2019,11000,임시자료실
207,EM0000451768,MC 843-포828ㅇ,입이 큰 개구리,키스 포크너 글  ; 조너선 램버트 그림  ; 정채민 옮김,,미세기,2019,14000,임시자료실
208,EM0000451769,MC 470-담61ㅈ,조심! 우리는 살아 있어요  : 자연을 생각하는책,안트예 담 지음  ; 우순교 옮김,,시금치,2019,16000,임시자료실
209,EM0000451770,J372.42-하831ㅈ,지진이 일어나면,하타나카 히로코 글  ; 카나자와 마유코 그림  ; 손진우 옮김,,책내음,2019,10000,임시자료실
210,EM0000451771,J476.01-스849ㅈ,진화의 위대한 순간들,루이스 스필스베리 글  ; 마이크 고든 그림  ; 윤소영 옮김,,녹색지팡이,2019,12000,임시자료실
211,EM0000451772,MC 457-파69ㅊ,찾아라 공룡의 나라,지은이: 로르 뒤 파이  ; 옮긴이: 박선주,,보림출판사,2019,28000,임시자료실
212,EM0000451773,J410-전17ㅊ,(개념연결) 초등수학사전  : 5·6학년,전국수학교사모임 초등수학사전팀 ; 최수일 ; 김남준 ; 신동호 ; 유대현 ; 박현미 ; 강진호 지음  ; 김석 그림,,비아에듀(ViaEdu),2019,13000,임시자료실
213,EM0000451774,J404-신94ㄱ,(퀴즈!) 과학 상식  : 황당 방송 과학,신혜영 지음,,글송이,2019,9500,임시자료실
214,EM0000451775,J400-유14ㅎ-5,"허팝 과학파워  : 초등교과연계 과학학습만화 . 5, 소금 용암＆신발 자전거",글: 유경원  ; 그림: 이연,5,서울문화사,2019,9800,임시자료실
215,EM0000451776,J695.4099-박91ㅊ,(Who? Special) 박항서,글: 최재훈  ; 그림: 김광일 ; 툰쟁이,,스튜디오 다산,2019,12800,임시자료실
216,EM0000451777,MC 879-페231ㄱ,기계세상,지은이: 자이메 페라스,,그림책공작소,2019,13000,임시자료실
217,EM0000451778,MC 539-박67ㄴ,나도 쓰레기를 줄일 수 있어요,박윤재 지음,,까불이,2019,12000,임시자료실
218,EM0000451779,J300-이92ㅊ,(내가 타는) 차,글: 이안  ; 그림: 박재현,,지학사아르볼,2019,11000,임시자료실
219,EM0000451780,J843-샌223ㄴ,너의 몸을 사랑하는 방법,제시카 샌더스 글  ; 캐롤 로세티 그림  ; 박여진 그림,,북멘토,2019,12000,임시자료실
220,EM0000451781,J513-조31ㄸ,뚱보 탈출 대작전,조만호 글  ; 김명자 그림,,계백북스,2019,11000,임시자료실
221,EM0000451782,J408-와69-6,"와이즈만 첨단 과학 . 6, 로봇",최재훈 글  ; 툰쟁이 그림,6,와이즈만 Books,2019,13000,임시자료실
222,EM0000451783,J511-박79ㅇ,야옹 의사의 몸 튼튼 비법 노트,박지영 글  ; 허현경 그림,,한겨레아이들,2019,13000,임시자료실
223,EM0000451784,J539.92-최64ㅁ,(최열 선생님의) 미세먼지 이야기,최열 글  ; 서용남 그림,,다산어린이,2019,12000,임시자료실
224,EM0000451785,J813.8-노14ㅂ,바이러스를 막아라  : 노경실 창작동화,글쓴이: 노경실  ; 그린이: 박현주,,별숲,2019,11500,임시자료실
225,EM0000451786,J598-정14ㅂ,"버리고 나누고 채워라!  : 끼리끼리, 착착착!  : 정리 습관의 힘",글: 정경자 ; 박수경  ; 그림: 이현주,,다할미디어(다할미디어),2019,12000,임시자료실
226,EM0000451787,J558-안53ㅂ=2,(항공우주 과학자가 들려주는) 비행기의 모든 것,"안석민, 구삼옥, 권기정 지음  ; 홍원표 그림",,찰리북,2019,13000,임시자료실
227,EM0000451788,J539-김96ㅅ,산호초가 모두 사라지면?,김황 글  ; 끌레몽 그림,,풀과바람,2019,11000,임시자료실
228,EM0000451789,J511-테69ㅅ,소녀들을 위한 내 몸 안내서  = Celebrate your body,소냐 르네 테일러 지음  ; 김정은 옮김,,휴머니스트,2019,14000,임시자료실
229,EM0000451790,J507.5-미231ㅇ,(신비아파트) 오싹발명백과,미라큘라 지음  ; 정주연 그림,,서울문화사,2019,10000,임시자료실
230,EM0000451791,J400-벤837ㅇ,어떻게 발견했을까요?  : 위대한 과학자들이 찾아낸 생활 속 반짝이는 아이디어,글: 이레네 벤투리  ; 그림: 프란체스카 카라벨리  ; 옮김: 황지민,,알라딘북스,2019,11000,임시자료실
231,EM0000451792,J843-볼213ㅇ-1,"외계인 앰프의 지구탈출 대작전 . 1, 우주선 발사",네이트 볼 글  ; 매키 패민투안 그림  ; 박서경 옮김,1,상수리,2019,13000,임시자료실
232,EM0000451793,J556-프239ㅂ,바이크의 모든 것  : 자동차 퀴즈왕,"루이즈 프리처드, 크리스티안 군지 지음  ; 김재휘 옮김",,주니어골든벨,2019,13800,임시자료실
233,EM0000451794,J556-프239ㅌ,트랙터의 모든 것  : 자동차 퀴즈왕,"루이즈 프리처드, 크리스티안 군지 지음  ; 김재휘 옮김",,주니어골든벨,2019,13800,임시자료실
234,EM0000451795,J556-뮤233ㅌ,트럭의 모든 것  : 자동차 퀴즈왕,"데보라 뮤렐, 크리스티안 군지 지음  ; 김재휘 옮김",,주니어골든벨,2019,13800,임시자료실
235,EM0000451796,J559-뉴229ㅈ,(진짜 진짜 재밌는) 전투기 그림책  : 그림으로 배우는 신기한 지식백과,토마스 뉴딕 지음  ; 테리 포쇼 일러스트  ; 이철재 옮김,,라이카미,2018,24000,임시자료실
236,EM0000451797,MC 372.42-오79ㅈ,집안에서 생긴 일,글쓴이·그린이: 오진목,,걸음동무,2019,12000,임시자료실
237,EM0000451798,J558-윌239ㅌ,타자! 우주 로켓,도미니크 윌리먼 글  ; 벤 뉴먼 그림  ; 유윤한 옮김,,책읽는곰,2019,13000,임시자료실
238,EM0000451799,J843-뉴45ㄱ,고흐가 눈사람을 그린다면,글: 에이미 뉴볼드  ; 그림: 그레그 뉴볼드  ; 옮긴이: 김하현,,스콜라,2017,12000,임시자료실
239,EM0000451800,J650.99-클239ㅋ,구스타프 클림트,한나 코놀라 지음  ; [정수영 번역],,삼호에듀,2019,10000,임시자료실
240,EM0000451801,J650.4-김53ㄱ,그림 읽어 줄게  : 재미있는 르네상스 명화 이야기,김성진 엮음,,HomeBook(홈북),2019,12000,임시자료실
241,EM0000451802,MC 691-롭58ㄷ,동물농장에서 너도 찾았니?  : 머리가 좋아지는 숨은그림찾기,커스틴 롭슨 글  ; 가레스 루카스 그림  ; 루스 러셀 디자인  ; [어스본코리아 편집부 편역],,어스본코리아,2019,11000,임시자료실
242,EM0000451803,MC 691-롭58ㄸ,똑똑한 미로 찾기  : 집중력 놀이,"커스틴 롭슨 글 ;  루스 러셀, 나이에라 에버롤, 캔디스 왓모어 그림",,어스본코리아,2018,8500,임시자료실
243,EM0000451804,MC 634.9-아69ㅁ,(영국 초등학교 선생님이 가르쳐 주는) 머리가 좋아지는 똑똑 종이접기,롭 아이브스 지음  ; 김경숙 옮김,,포레스트북스,2019,12000,임시자료실
244,EM0000451805,J691.38-조69ㅇ-1=2,Ichess. Ⅰ-Ⅶ,"정이준, 조인혜 외 지음",1,아이체스,2015,10000,임시자료실
245,EM0000451806,J691.38-조69ㅇ-2=2,Ichess. Ⅰ-Ⅶ,"정이준, 조인혜 외 지음",2,아이체스,2016,10000,임시자료실
246,EM0000451807,J691.38-조69ㅇ-3=2,Ichess. Ⅰ-Ⅶ,"정이준, 조인혜 외 지음",3,아이체스,2016,10000,임시자료실
247,EM0000451808,J691.38-조69ㅇ-4=2,Ichess. Ⅰ-Ⅶ,"정이준, 조인혜 외 지음",4,아이체스,2017,10000,임시자료실
248,EM0000451809,J691.38-조69ㅇ-5=2,Ichess. Ⅰ-Ⅶ,"정이준, 조인혜 외 지음",5,아이체스,2018,10000,임시자료실
249,EM0000451810,J691.38-조69ㅇ-6=2,Ichess. Ⅰ-Ⅶ,"정이준, 조인혜 외 지음",6,아이체스,2018,10000,임시자료실
