,word,sentiment
2797,hail,positive
2798,hairloss,negative
2799,halcyon,positive
2800,hale,positive
2801,halfhearted,negative
2802,halfheartedly,negative
2803,hallmark,positive
2804,hallmarks,positive
2805,hallowed,positive
2806,hallucinate,negative
2807,hallucination,negative
2808,hamper,negative
2809,hampered,negative
2810,handicapped,negative
2811,handier,positive
2812,handily,positive
2813,hands-down,positive
2814,handsome,positive
2815,handsomely,positive
2816,handy,positive
2817,hang,negative
2818,hangs,negative
2819,haphazard,negative
2820,hapless,negative
2821,happier,positive
2822,happily,positive
2823,happiness,positive
2824,happy,positive
2825,harangue,negative
2826,harass,negative
2827,harassed,negative
2828,harasses,negative
2829,harassment,negative
2830,harboring,negative
2831,harbors,negative
2832,hard,negative
2833,hard-hit,negative
2834,hard-line,negative
2835,hard-liner,negative
2836,hard-working,positive
2837,hardball,negative
2838,harden,negative
2839,hardened,negative
2840,hardheaded,negative
2841,hardhearted,negative
2842,hardier,positive
2843,hardliner,negative
2844,hardliners,negative
2845,hardship,negative
2846,hardships,negative
2847,hardy,positive
2848,harm,negative
2849,harmed,negative
2850,harmful,negative
2851,harmless,positive
2852,harmonious,positive
2853,harmoniously,positive
2854,harmonize,positive
2855,harmony,positive
2856,harms,negative
2857,harpy,negative
2858,harridan,negative
2859,harried,negative
2860,harrow,negative
2861,harsh,negative
2862,harshly,negative
2863,hasseling,negative
2864,hassle,negative
2865,hassled,negative
2866,hassles,negative
2867,haste,negative
2868,hastily,negative
2869,hasty,negative
2870,hate,negative
2871,hated,negative
2872,hateful,negative
2873,hatefully,negative
2874,hatefulness,negative
2875,hater,negative
2876,haters,negative
2877,hates,negative
2878,hating,negative
2879,hatred,negative
2880,haughtily,negative
2881,haughty,negative
2882,haunt,negative
2883,haunting,negative
2884,havoc,negative
2885,hawkish,negative
2886,haywire,negative
2887,hazard,negative
2888,hazardous,negative
2889,haze,negative
2890,hazy,negative
2891,head-aches,negative
2892,headache,negative
2893,headaches,negative
2894,headway,positive
2895,heal,positive
2896,healthful,positive
2897,healthy,positive
2898,heartbreaker,negative
2899,heartbreaking,negative
2900,heartbreakingly,negative
2901,hearten,positive
2902,heartening,positive
2903,heartfelt,positive
2904,heartily,positive
2905,heartless,negative
2906,heartwarming,positive
2907,heathen,negative
2908,heaven,positive
2909,heavenly,positive
2910,heavy-handed,negative
2911,heavyhearted,negative
2912,heck,negative
2913,heckle,negative
2914,heckled,negative
2915,heckles,negative
2916,hectic,negative
2917,hedge,negative
2918,hedonistic,negative
2919,heedless,negative
2920,hefty,negative
2921,hegemonism,negative
2922,hegemonistic,negative
2923,hegemony,negative
2924,heinous,negative
2925,hell,negative
2926,hell-bent,negative
2927,hellion,negative
2928,hells,negative
2929,helped,positive
2930,helpful,positive
2931,helping,positive
2932,helpless,negative
2933,helplessly,negative
2934,helplessness,negative
2935,heresy,negative
2936,heretic,negative
2937,heretical,negative
2938,hero,positive
2939,heroic,positive
2940,heroically,positive
2941,heroine,positive
2942,heroize,positive
2943,heros,positive
2944,hesitant,negative
2945,hestitant,negative
2946,hideous,negative
2947,hideously,negative
2948,hideousness,negative
2949,high-priced,negative
2950,high-quality,positive
2951,high-spirited,positive
2952,hilarious,positive
2953,hiliarious,negative
2954,hinder,negative
2955,hindrance,negative
2956,hiss,negative
2957,hissed,negative
2958,hissing,negative
2959,ho-hum,negative
2960,hoard,negative
2961,hoax,negative
2962,hobble,negative
2963,hogs,negative
2964,hollow,negative
2965,holy,positive
2966,homage,positive
2967,honest,positive
2968,honesty,positive
2969,honor,positive
2970,honorable,positive
2971,honored,positive
2972,honoring,positive
2973,hoodium,negative
2974,hoodwink,negative
2975,hooligan,negative
2976,hooray,positive
2977,hopeful,positive
2978,hopeless,negative
2979,hopelessly,negative
2980,hopelessness,negative
2981,horde,negative
2982,horrendous,negative
2983,horrendously,negative
2984,horrible,negative
2985,horrid,negative
2986,horrific,negative
2987,horrified,negative
2988,horrifies,negative
2989,horrify,negative
2990,horrifying,negative
2991,horrifys,negative
2992,hospitable,positive
2993,hostage,negative
2994,hostile,negative
2995,hostilities,negative
2996,hostility,negative
2997,hot,positive
2998,hotbeds,negative
2999,hotcake,positive
3000,hotcakes,positive
3001,hothead,negative
3002,hotheaded,negative
3003,hothouse,negative
3004,hottest,positive
3005,hubris,negative
3006,huckster,negative
3007,hug,positive
3008,hum,negative
3009,humane,positive
3010,humble,positive
3011,humid,negative
3012,humiliate,negative
3013,humiliating,negative
3014,humiliation,negative
3015,humility,positive
3016,humming,negative
3017,humor,positive
3018,humorous,positive
3019,humorously,positive
3020,humour,positive
3021,humourous,positive
3022,hung,negative
3023,hurt,negative
3024,hurted,negative
3025,hurtful,negative
3026,hurting,negative
3027,hurts,negative
3028,hustler,negative
3029,hype,negative
3030,hypocricy,negative
3031,hypocrisy,negative
3032,hypocrite,negative
3033,hypocrites,negative
3034,hypocritical,negative
3035,hypocritically,negative
3036,hysteria,negative
3037,hysteric,negative
3038,hysterical,negative
3039,hysterically,negative
3040,hysterics,negative
3041,ideal,positive
3042,idealize,positive
3043,ideally,positive
3044,idiocies,negative
3045,idiocy,negative
3046,idiot,negative
3047,idiotic,negative
3048,idiotically,negative
3049,idiots,negative
3050,idle,negative
3051,idol,positive
3052,idolize,positive
3053,idolized,positive
3054,idyllic,positive
3055,ignoble,negative
3056,ignominious,negative
3057,ignominiously,negative
3058,ignominy,negative
3059,ignorance,negative
3060,ignorant,negative
3061,ignore,negative
3062,ill-advised,negative
3063,ill-conceived,negative
3064,ill-defined,negative
3065,ill-designed,negative
3066,ill-fated,negative
3067,ill-favored,negative
3068,ill-formed,negative
3069,ill-mannered,negative
3070,ill-natured,negative
3071,ill-sorted,negative
3072,ill-tempered,negative
3073,ill-treated,negative
3074,ill-treatment,negative
3075,ill-usage,negative
3076,ill-used,negative
3077,illegal,negative
3078,illegally,negative
3079,illegitimate,negative
3080,illicit,negative
3081,illiterate,negative
3082,illness,negative
3083,illogic,negative
3084,illogical,negative
3085,illogically,negative
3086,illuminate,positive
3087,illuminati,positive
3088,illuminating,positive
3089,illumine,positive
3090,illusion,negative
3091,illusions,negative
3092,illusory,negative
3093,illustrious,positive
3094,ilu,positive
3095,imaculate,positive
3096,imaginary,negative
3097,imaginative,positive
3098,imbalance,negative
3099,imbecile,negative
3100,imbroglio,negative
3101,immaculate,positive
3102,immaculately,positive
3103,immaterial,negative
3104,immature,negative
3105,immense,positive
3106,imminence,negative
3107,imminently,negative
3108,immobilized,negative
3109,immoderate,negative
3110,immoderately,negative
3111,immodest,negative
3112,immoral,negative
3113,immorality,negative
3114,immorally,negative
3115,immovable,negative
3116,impair,negative
3117,impaired,negative
3118,impartial,positive
3119,impartiality,positive
3120,impartially,positive
3121,impasse,negative
3122,impassioned,positive
3123,impatience,negative
3124,impatient,negative
3125,impatiently,negative
3126,impeach,negative
3127,impeccable,positive
3128,impeccably,positive
3129,impedance,negative
3130,impede,negative
3131,impediment,negative
3132,impending,negative
3133,impenitent,negative
3134,imperfect,negative
3135,imperfection,negative
3136,imperfections,negative
3137,imperfectly,negative
3138,imperialist,negative
3139,imperil,negative
3140,imperious,negative
3141,imperiously,negative
3142,impermissible,negative
3143,impersonal,negative
3144,impertinent,negative
3145,impetuous,negative
3146,impetuously,negative
3147,impiety,negative
3148,impinge,negative
3149,impious,negative
3150,implacable,negative
3151,implausible,negative
3152,implausibly,negative
3153,implicate,negative
3154,implication,negative
3155,implode,negative
3156,impolite,negative
3157,impolitely,negative
3158,impolitic,negative
3159,important,positive
3160,importunate,negative
3161,importune,negative
3162,impose,negative
3163,imposers,negative
3164,imposing,negative
3165,imposition,negative
3166,impossible,negative
3167,impossiblity,negative
3168,impossibly,negative
3169,impotent,negative
3170,impoverish,negative
3171,impoverished,negative
3172,impractical,negative
3173,imprecate,negative
3174,imprecise,negative
3175,imprecisely,negative
3176,imprecision,negative
3177,impress,positive
3178,impressed,positive
3179,impresses,positive
3180,impressive,positive
3181,impressively,positive
3182,impressiveness,positive
3183,imprison,negative
3184,imprisonment,negative
3185,improbability,negative
3186,improbable,negative
3187,improbably,negative
3188,improper,negative
3189,improperly,negative
3190,impropriety,negative
3191,improve,positive
3192,improved,positive
3193,improvement,positive
3194,improvements,positive
3195,improves,positive
3196,improving,positive
3197,imprudence,negative
3198,imprudent,negative
3199,impudence,negative
3200,impudent,negative
3201,impudently,negative
3202,impugn,negative
3203,impulsive,negative
3204,impulsively,negative
3205,impunity,negative
3206,impure,negative
3207,impurity,negative
3208,inability,negative
3209,inaccuracies,negative
3210,inaccuracy,negative
3211,inaccurate,negative
3212,inaccurately,negative
3213,inaction,negative
3214,inactive,negative
3215,inadequacy,negative
3216,inadequate,negative
3217,inadequately,negative
3218,inadverent,negative
3219,inadverently,negative
3220,inadvisable,negative
3221,inadvisably,negative
3222,inane,negative
3223,inanely,negative
3224,inappropriate,negative
3225,inappropriately,negative
3226,inapt,negative
3227,inaptitude,negative
3228,inarticulate,negative
3229,inattentive,negative
3230,inaudible,negative
3231,incapable,negative
3232,incapably,negative
3233,incautious,negative
3234,incendiary,negative
3235,incense,negative
3236,incessant,negative
3237,incessantly,negative
3238,incite,negative
3239,incitement,negative
3240,incivility,negative
3241,inclement,negative
3242,incognizant,negative
3243,incoherence,negative
3244,incoherent,negative
3245,incoherently,negative
3246,incommensurate,negative
3247,incomparable,negative
3248,incomparably,negative
3249,incompatability,negative
3250,incompatibility,negative
3251,incompatible,negative
3252,incompetence,negative
3253,incompetent,negative
3254,incompetently,negative
3255,incomplete,negative
3256,incompliant,negative
3257,incomprehensible,negative
3258,incomprehension,negative
3259,inconceivable,negative
3260,inconceivably,negative
3261,incongruous,negative
3262,incongruously,negative
3263,inconsequent,negative
3264,inconsequential,negative
3265,inconsequentially,negative
3266,inconsequently,negative
3267,inconsiderate,negative
3268,inconsiderately,negative
3269,inconsistence,negative
3270,inconsistencies,negative
3271,inconsistency,negative
3272,inconsistent,negative
3273,inconsolable,negative
3274,inconsolably,negative
3275,inconstant,negative
3276,inconvenience,negative
3277,inconveniently,negative
3278,incorrect,negative
3279,incorrectly,negative
3280,incorrigible,negative
3281,incorrigibly,negative
3282,incredible,positive
3283,incredibly,positive
3284,incredulous,negative
3285,incredulously,negative
3286,inculcate,negative
3287,indebted,positive
3288,indecency,negative
3289,indecent,negative
3290,indecently,negative
3291,indecision,negative
3292,indecisive,negative
3293,indecisively,negative
3294,indecorum,negative
3295,indefensible,negative
3296,indelicate,negative
3297,indeterminable,negative
3298,indeterminably,negative
3299,indeterminate,negative
3300,indifference,negative
3301,indifferent,negative
3302,indigent,negative
3303,indignant,negative
3304,indignantly,negative
3305,indignation,negative
3306,indignity,negative
3307,indiscernible,negative
3308,indiscreet,negative
3309,indiscreetly,negative
3310,indiscretion,negative
3311,indiscriminate,negative
3312,indiscriminately,negative
3313,indiscriminating,negative
3314,indistinguishable,negative
3315,individualized,positive
3316,indoctrinate,negative
3317,indoctrination,negative
3318,indolent,negative
3319,indulge,negative
3320,indulgence,positive
3321,indulgent,positive
3322,industrious,positive
3323,ineffective,negative
3324,ineffectively,negative
3325,ineffectiveness,negative
3326,ineffectual,negative
3327,ineffectually,negative
3328,ineffectualness,negative
3329,inefficacious,negative
3330,inefficacy,negative
3331,inefficiency,negative
3332,inefficient,negative
3333,inefficiently,negative
3334,inelegance,negative
3335,inelegant,negative
3336,ineligible,negative
3337,ineloquent,negative
3338,ineloquently,negative
3339,inept,negative
3340,ineptitude,negative
3341,ineptly,negative
3342,inequalities,negative
3343,inequality,negative
3344,inequitable,negative
3345,inequitably,negative
3346,inequities,negative
3347,inescapable,negative
3348,inescapably,negative
3349,inessential,negative
3350,inestimable,positive
3351,inestimably,positive
3352,inevitable,negative
3353,inevitably,negative
3354,inexcusable,negative
3355,inexcusably,negative
3356,inexorable,negative
3357,inexorably,negative
3358,inexpensive,positive
3359,inexperience,negative
3360,inexperienced,negative
3361,inexpert,negative
3362,inexpertly,negative
3363,inexpiable,negative
3364,inexplainable,negative
3365,inextricable,negative
3366,inextricably,negative
3367,infallibility,positive
3368,infallible,positive
3369,infallibly,positive
3370,infamous,negative
3371,infamously,negative
3372,infamy,negative
3373,infected,negative
3374,infection,negative
3375,infections,negative
3376,inferior,negative
3377,inferiority,negative
3378,infernal,negative
3379,infest,negative
3380,infested,negative
3381,infidel,negative
3382,infidels,negative
3383,infiltrator,negative
3384,infiltrators,negative
3385,infirm,negative
3386,inflame,negative
3387,inflammation,negative
3388,inflammatory,negative
3389,inflammed,negative
3390,inflated,negative
3391,inflationary,negative
3392,inflexible,negative
3393,inflict,negative
3394,influential,positive
3395,infraction,negative
3396,infringe,negative
3397,infringement,negative
3398,infringements,negative
3399,infuriate,negative
3400,infuriated,negative
3401,infuriating,negative
3402,infuriatingly,negative
3403,ingenious,positive
3404,ingeniously,positive
3405,ingenuity,positive
3406,ingenuous,positive
3407,ingenuously,positive
3408,inglorious,negative
3409,ingrate,negative
3410,ingratitude,negative
3411,inhibit,negative
3412,inhibition,negative
3413,inhospitable,negative
3414,inhospitality,negative
3415,inhuman,negative
3416,inhumane,negative
3417,inhumanity,negative
3418,inimical,negative
3419,inimically,negative
3420,iniquitous,negative
3421,iniquity,negative
3422,injudicious,negative
3423,injure,negative
3424,injurious,negative
3425,injury,negative
3426,injustice,negative
3427,injustices,negative
3428,innocuous,positive
3429,innovation,positive
3430,innovative,positive
3431,innuendo,negative
3432,inoperable,negative
3433,inopportune,negative
3434,inordinate,negative
3435,inordinately,negative
3436,inpressed,positive
3437,insane,negative
3438,insanely,negative
3439,insanity,negative
3440,insatiable,negative
3441,insecure,negative
3442,insecurity,negative
3443,insensible,negative
3444,insensitive,negative
3445,insensitively,negative
3446,insensitivity,negative
3447,insidious,negative
3448,insidiously,negative
3449,insightful,positive
3450,insightfully,positive
3451,insignificance,negative
3452,insignificant,negative
3453,insignificantly,negative
3454,insincere,negative
3455,insincerely,negative
3456,insincerity,negative
3457,insinuate,negative
3458,insinuating,negative
3459,insinuation,negative
3460,insociable,negative
3461,insolence,negative
3462,insolent,negative
3463,insolently,negative
3464,insolvent,negative
3465,insouciance,negative
3466,inspiration,positive
3467,inspirational,positive
3468,inspire,positive
3469,inspiring,positive
3470,instability,negative
3471,instable,negative
3472,instantly,positive
3473,instigate,negative
3474,instigator,negative
3475,instigators,negative
3476,instructive,positive
3477,instrumental,positive
3478,insubordinate,negative
3479,insubstantial,negative
3480,insubstantially,negative
3481,insufferable,negative
3482,insufferably,negative
3483,insufficiency,negative
3484,insufficient,negative
3485,insufficiently,negative
3486,insular,negative
3487,insult,negative
3488,insulted,negative
3489,insulting,negative
3490,insultingly,negative
3491,insults,negative
3492,insupportable,negative
3493,insupportably,negative
3494,insurmountable,negative
3495,insurmountably,negative
3496,insurrection,negative
3497,intefere,negative
3498,inteferes,negative
3499,integral,positive
3500,integrated,positive
3501,intelligence,positive
3502,intelligent,positive
3503,intelligible,positive
3504,intense,negative
3505,interesting,positive
3506,interests,positive
3507,interfere,negative
3508,interference,negative
3509,interferes,negative
3510,intermittent,negative
3511,interrupt,negative
3512,interruption,negative
3513,interruptions,negative
3514,intimacy,positive
3515,intimate,positive
3516,intimidate,negative
3517,intimidating,negative
3518,intimidatingly,negative
3519,intimidation,negative
3520,intolerable,negative
3521,intolerablely,negative
3522,intolerance,negative
3523,intoxicate,negative
3524,intractable,negative
3525,intransigence,negative
3526,intransigent,negative
3527,intricate,positive
3528,intrigue,positive
3529,intriguing,positive
3530,intriguingly,positive
3531,intrude,negative
3532,intrusion,negative
3533,intrusive,negative
3534,intuitive,positive
3535,inundate,negative
3536,inundated,negative
3537,invader,negative
3538,invalid,negative
3539,invalidate,negative
3540,invalidity,negative
3541,invaluable,positive
3542,invaluablely,positive
3543,invasive,negative
3544,invective,negative
3545,inveigle,negative
3546,inventive,positive
3547,invidious,negative
3548,invidiously,negative
3549,invidiousness,negative
3550,invigorate,positive
3551,invigorating,positive
3552,invincibility,positive
3553,invincible,positive
3554,inviolable,positive
3555,inviolate,positive
3556,invisible,negative
3557,involuntarily,negative
3558,involuntary,negative
3559,invulnerable,positive
3560,irascible,negative
3561,irate,negative
3562,irately,negative
3563,ire,negative
3564,irk,negative
3565,irked,negative
3566,irking,negative
3567,irks,negative
3568,irksome,negative
3569,irksomely,negative
3570,irksomeness,negative
3571,irksomenesses,negative
3572,ironic,negative
3573,ironical,negative
3574,ironically,negative
3575,ironies,negative
3576,irony,negative
3577,irragularity,negative
3578,irrational,negative
3579,irrationalities,negative
3580,irrationality,negative
3581,irrationally,negative
3582,irrationals,negative
3583,irreconcilable,negative
3584,irrecoverable,negative
3585,irrecoverableness,negative
3586,irrecoverablenesses,negative
3587,irrecoverably,negative
3588,irredeemable,negative
3589,irredeemably,negative
3590,irreformable,negative
3591,irregular,negative
3592,irregularity,negative
3593,irrelevance,negative
3594,irrelevant,negative
3595,irreparable,negative
3596,irreplaceable,positive
3597,irreplacible,negative
3598,irrepressible,negative
3599,irreproachable,positive
3600,irresistible,positive
3601,irresistibly,positive
3602,irresolute,negative
3603,irresolvable,negative
3604,irresponsible,negative
3605,irresponsibly,negative
3606,irretating,negative
3607,irretrievable,negative
3608,irreversible,negative
3609,irritable,negative
3610,irritably,negative
3611,irritant,negative
3612,irritate,negative
3613,irritated,negative
3614,irritating,negative
3615,irritation,negative
3616,irritations,negative
3617,isolate,negative
3618,isolated,negative
3619,isolation,negative
3620,issue,negative
3621,issue-free,positive
3622,issues,negative
3623,itch,negative
3624,itching,negative
3625,itchy,negative
3626,jabber,negative
3627,jaded,negative
3628,jagged,negative
3629,jam,negative
3630,jarring,negative
3631,jaundiced,negative
3632,jaw-droping,positive
3633,jaw-dropping,positive
3634,jealous,negative
3635,jealously,negative
3636,jealousness,negative
3637,jealousy,negative
3638,jeer,negative
3639,jeering,negative
3640,jeeringly,negative
3641,jeers,negative
3642,jeopardize,negative
3643,jeopardy,negative
3644,jerk,negative
3645,jerky,negative
3646,jitter,negative
3647,jitters,negative
3648,jittery,negative
3649,job-killing,negative
3650,jobless,negative
3651,joke,negative
3652,joker,negative
3653,jollify,positive
3654,jolly,positive
3655,jolt,negative
3656,jovial,positive
3657,joy,positive
3658,joyful,positive
3659,joyfully,positive
3660,joyous,positive
3661,joyously,positive
3662,jubilant,positive
3663,jubilantly,positive
3664,jubilate,positive
3665,jubilation,positive
3666,jubiliant,positive
3667,judder,negative
3668,juddering,negative
3669,judders,negative
3670,judicious,positive
3671,jumpy,negative
3672,junk,negative
3673,junky,negative
3674,junkyard,negative
3675,justly,positive
3676,jutter,negative
3677,jutters,negative
3678,kaput,negative
3679,keen,positive
3680,keenly,positive
3681,keenness,positive
3682,kid-friendly,positive
3683,kill,negative
3684,killed,negative
3685,killer,negative
3686,killing,negative
3687,killjoy,negative
3688,kills,negative
3689,kindliness,positive
3690,kindly,positive
3691,kindness,positive
3692,knave,negative
3693,knife,negative
3694,knock,negative
3695,knotted,negative
3696,knowledgeable,positive
3697,kook,negative
3698,kooky,negative
3699,kudos,positive
3700,lack,negative
3701,lackadaisical,negative
3702,lacked,negative
3703,lackey,negative
3704,lackeys,negative
3705,lacking,negative
3706,lackluster,negative
3707,lacks,negative
3708,laconic,negative
3709,lag,negative
3710,lagged,negative
3711,lagging,negative
3712,laggy,negative
3713,lags,negative
3714,laid-off,negative
3715,lambast,negative
3716,lambaste,negative
3717,lame,negative
3718,lame-duck,negative
3719,lament,negative
3720,lamentable,negative
3721,lamentably,negative
3722,languid,negative
3723,languish,negative
3724,languor,negative
3725,languorous,negative
3726,languorously,negative
3727,lanky,negative
3728,lapse,negative
3729,lapsed,negative
3730,lapses,negative
3731,large-capacity,positive
3732,lascivious,negative
3733,last-ditch,negative
3734,latency,negative
3735,laud,positive
3736,laudable,positive
3737,laudably,positive
3738,laughable,negative
3739,laughably,negative
3740,laughingstock,negative
3741,lavish,positive
3742,lavishly,positive
3743,law-abiding,positive
3744,lawbreaker,negative
3745,lawbreaking,negative
3746,lawful,positive
3747,lawfully,positive
3748,lawless,negative
3749,lawlessness,negative
3750,layoff,negative
3751,layoff-happy,negative
3752,lazy,negative
3753,lead,positive
3754,leading,positive
3755,leads,positive
3756,leak,negative
3757,leakage,negative
3758,leakages,negative
3759,leaking,negative
3760,leaks,negative
3761,leaky,negative
3762,lean,positive
3763,lech,negative
3764,lecher,negative
3765,lecherous,negative
3766,lechery,negative
3767,led,positive
3768,leech,negative
3769,leer,negative
3770,leery,negative
3771,left-leaning,negative
3772,legendary,positive
3773,lemon,negative
3774,lengthy,negative
3775,less-developed,negative
3776,lesser-known,negative
3777,letch,negative
3778,lethal,negative
3779,lethargic,negative
3780,lethargy,negative
3781,leverage,positive
3782,levity,positive
3783,lewd,negative
3784,lewdly,negative
3785,lewdness,negative
3786,liability,negative
3787,liable,negative
3788,liar,negative
3789,liars,negative
3790,liberate,positive
3791,liberation,positive
3792,liberty,positive
3793,licentious,negative
3794,licentiously,negative
3795,licentiousness,negative
3796,lie,negative
3797,lied,negative
3798,lier,negative
3799,lies,negative
3800,life-threatening,negative
3801,lifeless,negative
3802,lifesaver,positive
3803,light-hearted,positive
3804,lighter,positive
3805,likable,positive
3806,like,positive
3807,liked,positive
3808,likes,positive
3809,liking,positive
3810,limit,negative
3811,limitation,negative
3812,limitations,negative
3813,limited,negative
3814,limits,negative
3815,limp,negative
3816,lionhearted,positive
3817,listless,negative
3818,litigious,negative
3819,little-known,negative
3820,lively,positive
3821,livid,negative
3822,lividly,negative
3823,loath,negative
3824,loathe,negative
3825,loathing,negative
3826,loathly,negative
3827,loathsome,negative
3828,loathsomely,negative
3829,logical,positive
3830,lone,negative
3831,loneliness,negative
3832,lonely,negative
3833,loner,negative
3834,lonesome,negative
3835,long-lasting,positive
3836,long-time,negative
3837,long-winded,negative
3838,longing,negative
3839,longingly,negative
3840,loophole,negative
3841,loopholes,negative
3842,loose,negative
3843,loot,negative
3844,lorn,negative
3845,lose,negative
3846,loser,negative
3847,losers,negative
3848,loses,negative
3849,losing,negative
3850,loss,negative
3851,losses,negative
3852,lost,negative
3853,loud,negative
3854,louder,negative
3855,lousy,negative
3856,lovable,positive
3857,lovably,positive
3858,love,positive
3859,loved,positive
3860,loveless,negative
3861,loveliness,positive
3862,lovelorn,negative
3863,lovely,positive
3864,lover,positive
3865,loves,positive
3866,loving,positive
3867,low-cost,positive
3868,low-price,positive
3869,low-priced,positive
3870,low-rated,negative
3871,low-risk,positive
3872,lower-priced,positive
3873,lowly,negative
3874,loyal,positive
3875,loyalty,positive
3876,lucid,positive
3877,lucidly,positive
3878,luck,positive
3879,luckier,positive
3880,luckiest,positive
3881,luckiness,positive
3882,lucky,positive
3883,lucrative,positive
3884,ludicrous,negative
3885,ludicrously,negative
3886,lugubrious,negative
3887,lukewarm,negative
3888,lull,negative
3889,luminous,positive
3890,lumpy,negative
3891,lunatic,negative
3892,lunaticism,negative
3893,lurch,negative
3894,lure,negative
3895,lurid,negative
3896,lurk,negative
3897,lurking,negative
3898,lush,positive
3899,luster,positive
3900,lustrous,positive
3901,luxuriant,positive
3902,luxuriate,positive
3903,luxurious,positive
3904,luxuriously,positive
3905,luxury,positive
3906,lying,negative
3907,lyrical,positive
3908,macabre,negative
3909,mad,negative
3910,madden,negative
3911,maddening,negative
3912,maddeningly,negative
3913,madder,negative
3914,madly,negative
3915,madman,negative
3916,madness,negative
3917,magic,positive
3918,magical,positive
3919,magnanimous,positive
3920,magnanimously,positive
3921,magnificence,positive
3922,magnificent,positive
3923,magnificently,positive
3924,majestic,positive
3925,majesty,positive
3926,maladjusted,negative
3927,maladjustment,negative
3928,malady,negative
3929,malaise,negative
3930,malcontent,negative
3931,malcontented,negative
3932,maledict,negative
3933,malevolence,negative
3934,malevolent,negative
3935,malevolently,negative
3936,malice,negative
3937,malicious,negative
3938,maliciously,negative
3939,maliciousness,negative
3940,malign,negative
3941,malignant,negative
3942,malodorous,negative
3943,maltreatment,negative
3944,manageable,positive
3945,maneuverable,positive
3946,mangle,negative
3947,mangled,negative
3948,mangles,negative
3949,mangling,negative
3950,mania,negative
3951,maniac,negative
3952,maniacal,negative
3953,manic,negative
3954,manipulate,negative
3955,manipulation,negative
3956,manipulative,negative
3957,manipulators,negative
3958,mar,negative
3959,marginal,negative
3960,marginally,negative
3961,martyrdom,negative
3962,martyrdom-seeking,negative
3963,marvel,positive
3964,marveled,positive
3965,marvelled,positive
3966,marvellous,positive
3967,marvelous,positive
3968,marvelously,positive
3969,marvelousness,positive
3970,marvels,positive
3971,mashed,negative
3972,massacre,negative
3973,massacres,negative
3974,master,positive
3975,masterful,positive
3976,masterfully,positive
3977,masterpiece,positive
3978,masterpieces,positive
3979,masters,positive
3980,mastery,positive
3981,matchless,positive
3982,matte,negative
3983,mature,positive
3984,maturely,positive
3985,maturity,positive
3986,mawkish,negative
3987,mawkishly,negative
3988,mawkishness,negative
3989,meager,negative
3990,meaningful,positive
3991,meaningless,negative
3992,meanness,negative
3993,measly,negative
3994,meddle,negative
3995,meddlesome,negative
3996,mediocre,negative
3997,mediocrity,negative
3998,melancholy,negative
3999,melodramatic,negative
4000,melodramatically,negative
4001,meltdown,negative
4002,memorable,positive
4003,menace,negative
4004,menacing,negative
4005,menacingly,negative
4006,mendacious,negative
4007,mendacity,negative
4008,menial,negative
4009,merciful,positive
4010,mercifully,positive
4011,merciless,negative
4012,mercilessly,negative
4013,mercy,positive
4014,merit,positive
4015,meritorious,positive
4016,merrily,positive
4017,merriment,positive
4018,merriness,positive
4019,merry,positive
4020,mesmerize,positive
4021,mesmerized,positive
4022,mesmerizes,positive
4023,mesmerizing,positive
4024,mesmerizingly,positive
4025,mess,negative
4026,messed,negative
4027,messes,negative
4028,messing,negative
4029,messy,negative
4030,meticulous,positive
4031,meticulously,positive
4032,midget,negative
4033,miff,negative
4034,mightily,positive
4035,mighty,positive
4036,militancy,negative
4037,mind-blowing,positive
4038,mindless,negative
4039,mindlessly,negative
4040,miracle,positive
4041,miracles,positive
4042,miraculous,positive
4043,miraculously,positive
4044,miraculousness,positive
4045,mirage,negative
4046,mire,negative
4047,misalign,negative
4048,misaligned,negative
4049,misaligns,negative
4050,misapprehend,negative
4051,misbecome,negative
4052,misbecoming,negative
4053,misbegotten,negative
4054,misbehave,negative
4055,misbehavior,negative
4056,miscalculate,negative
4057,miscalculation,negative
4058,miscellaneous,negative
4059,mischief,negative
4060,mischievous,negative
4061,mischievously,negative
4062,misconception,negative
4063,misconceptions,negative
4064,miscreant,negative
4065,miscreants,negative
4066,misdirection,negative
4067,miser,negative
4068,miserable,negative
4069,miserableness,negative
4070,miserably,negative
4071,miseries,negative
4072,miserly,negative
4073,misery,negative
4074,misfit,negative
4075,misfortune,negative
4076,misgiving,negative
4077,misgivings,negative
4078,misguidance,negative
4079,misguide,negative
4080,misguided,negative
4081,mishandle,negative
4082,mishap,negative
4083,misinform,negative
4084,misinformed,negative
4085,misinterpret,negative
4086,misjudge,negative
4087,misjudgment,negative
4088,mislead,negative
4089,misleading,negative
4090,misleadingly,negative
4091,mislike,negative
4092,mismanage,negative
4093,mispronounce,negative
4094,mispronounced,negative
4095,mispronounces,negative
4096,misread,negative
4097,misreading,negative
4098,misrepresent,negative
4099,misrepresentation,negative
4100,miss,negative
4101,missed,negative
4102,misses,negative
4103,misstatement,negative
4104,mist,negative
4105,mistake,negative
4106,mistaken,negative
4107,mistakenly,negative
4108,mistakes,negative
4109,mistified,negative
4110,mistress,negative
4111,mistrust,negative
4112,mistrustful,negative
4113,mistrustfully,negative
4114,mists,negative
4115,misunderstand,negative
4116,misunderstanding,negative
4117,misunderstandings,negative
4118,misunderstood,negative
4119,misuse,negative
4120,moan,negative
4121,mobster,negative
4122,mock,negative
